,bill_number,bill_link,bill_description,bill_date,bill_section,bill_sponsor,sponsor_party,sponsor_name,bill_year
322,S6301,https://www.nysenate.gov/legislation/bills/2013/s6301/amendment/original,Makes technical changes relating to annual reports required to be compiled by the division for small-business on the state of small businesses,2014-03-17,Economic Development ,VALESKY,Democrat,David Valesky,2014
323,S5666,https://www.nysenate.gov/legislation/bills/2013/s5666/amendment/original,Authorize the county of Onondaga to enter into a lease with the Syracuse Chargers Rowing Club for certain waterfront park land,2013-09-27,Onondaga County,VALESKY,Democrat,David Valesky,2013
324,S4021,https://www.nysenate.gov/legislation/bills/2013/s4021/amendment/original,Extends for two years provisions of law relating to bus maintenance contracts for the Madison-Oneida board of cooperative educational services,2013-07-12,Education,VALESKY,Democrat,David Valesky,2013
325,S4651,https://www.nysenate.gov/legislation/bills/2013/s4651/amendment/original,"Extends authorization of the county of Madison to impose an additional one percent of sales and compensating use taxes until November 30, 2015",2013-07-12,Tax ,VALESKY,Democrat,David Valesky,2013
326,S7016,https://www.nysenate.gov/legislation/bills/2015/s7016/amendment/original,"Relates to dissolving the Madison County Sewer District and transferring its assets, obligations and liabilities to the Town of Cazenovia",2016-11-14,Madison County,VALESKY,Democrat,David Valesky,2016
327,S7880,https://www.nysenate.gov/legislation/bills/2015/S7880,Relates to exempting the real property of a land bank from certain tax levies and special assessments,2016-11-14,Not-for-Profit Corporation ,VALESKY,Democrat,David Valesky,2016
328,S5720B,https://www.nysenate.gov/legislation/bills/2015/S5720,"Expands the farm, apple and cuisine trails programs",2016-09-09,Agriculture and Markets,VALESKY,Democrat,David Valesky,2016
329,A40026,https://www.nysenate.gov/legislation/bills/2009/a40026/amendment/original,Provides retirement benefits for new entrants to certain public retirement systems,2009-12-10,Retirement and Social Security,SILVER,Democrat,Sheldon Silver,2009
330,S7671,https://www.nysenate.gov/legislation/bills/2015/S7671,Relates to the Onondaga Lake Amphitheater Infrastructure and Revitalization Project act,2016-07-21,Onondaga County,VALESKY,Democrat,David Valesky,2016
331,S7938,https://www.nysenate.gov/legislation/bills/2015/S7938,"Relates to the operation of vehicles when approaching a parked, stopped or standing authorized emergency or hazard vehicle or volunteer first responder",2016-07-21,Vehicle and Traffic ,VALESKY,Democrat,David Valesky,2016
332,S4393,https://www.nysenate.gov/legislation/bills/2015/s4393/amendment/original,Relates to certain matters relating to the issuance of debt and associated matters of the Oneida Public Library,2015-12-11,Oneida County,VALESKY,Democrat,David Valesky,2015
333,S4990A,https://www.nysenate.gov/legislation/bills/2015/s4990/amendment/a,Authorizes paramedics to transport injured police work dogs to appropriate facilities in certain cases,2015-12-11,General Municipal ,VALESKY,Democrat,David Valesky,2015
334,S5892,https://www.nysenate.gov/legislation/bills/2015/s5892/amendment/original,Requires the director of the office for the aging to develop materials on aging agency programs and requires hospitals to provide such materials on discharge,2015-12-11,Elder ,VALESKY,Democrat,David Valesky,2015
335,S5777,https://www.nysenate.gov/legislation/bills/2015/s5777/amendment/original,Relates to the acquisition and disposition of property by land banks,2015-10-26,Not-for-Profit Corporation ,VALESKY,Democrat,David Valesky,2015
336,S2,https://www.nysenate.gov/legislation/bills/2015/s2/amendment/original,Relates to unlawful discriminatory practices,2015-10-21,Executive ,VALESKY,Democrat,David Valesky,2015
337,S1810,https://www.nysenate.gov/legislation/bills/2015/s1810/amendment/original,Requires the department of agriculture and markets to evaluate their support of farmers age sixty years and older,2015-08-13,Agriculture and Markets,VALESKY,Democrat,David Valesky,2015
338,S4392,https://www.nysenate.gov/legislation/bills/2015/s4392/amendment/original,"Extends authorization of the county of Madison to impose an additional one percent of sales and compensating use taxes until November 30, 2017",2015-08-13,Tax ,VALESKY,Democrat,David Valesky,2015
339,S1809,https://www.nysenate.gov/legislation/bills/2015/s1809/amendment/original,Relates to encouraging community-based organizations to increase opportunities for seniors to participate in community gardens,2015-08-13,Agriculture and Markets,VALESKY,Democrat,David Valesky,2015
340,S5335A,https://www.nysenate.gov/legislation/bills/2015/s5335/amendment/a,Relates to state routes,2015-08-13,Highway,VALESKY,Democrat,David Valesky,2015
341,S6967,https://www.nysenate.gov/legislation/bills/2017/s6967,Relates to the effective date for the tax exempt status of the real property of a land bank,2018-12-28,Not-for-Profit Corporation ,VALESKY,Democrat,David Valesky,2018
342,S5940,https://www.nysenate.gov/legislation/bills/2017/s5940,Relates to substances containing chorionic gonadotropin expressly intended for administration through implants or injection to cattle or other nonhuman species,2018-12-21,Public Health,VALESKY,Democrat,David Valesky,2018
343,S6754,https://www.nysenate.gov/legislation/bills/2017/s6754,Relates to creating the upstate flood mitigation task force within the canal corporation,2017-11-29,Canal ,VALESKY,Democrat,David Valesky,2017
344,S5903,https://www.nysenate.gov/legislation/bills/2017/s5903,Relates to state contracts for geological services,2017-10-23,State Finance ,VALESKY,Democrat,David Valesky,2017
345,S6078,https://www.nysenate.gov/legislation/bills/2017/s6078,Relates to prohibiting charges for certain health records needed for government benefits or programs,2017-09-13,Public Health,VALESKY,Democrat,David Valesky,2017
346,S4361,https://www.nysenate.gov/legislation/bills/2017/S4361,Requires telemarketers to disclose that a call is being recorded,2017-08-21,General Business ,VALESKY,Democrat,David Valesky,2017
347,S977,https://www.nysenate.gov/legislation/bills/2017/S977,Requires telemarketers to transmit to consumers the correct caller identification information,2017-03-15,General Business ,VALESKY,Democrat,David Valesky,2017
348,A10268,https://www.nysenate.gov/legislation/bills/2009/a10268/amendment/original,"Authorizes the town of Kirkland to offer an optional twenty year retirement plan to police officers Griffin, Knight, Cania and Smoulcey",2010-09-17,Oneida County,TOWNSEND,Republican,David Townsend,2010
349,A1939,https://www.nysenate.gov/legislation/bills/2009/a1939/amendment/original,"Authorizes the town of Schroeppel, county of Oswego, to repay to taxpayers monies erroneously received by such town as a result of overpaid special assessments",2009-07-16,Oswego County,TOWNSEND,Republican,David Townsend,2009
350,S6174,https://www.nysenate.gov/legislation/bills/2013/s6174/amendment/original,"Authorizes the lease and conveyance of certain waterfront park land in the village of Saugerties to Arm of the Sea Productions, Inc.",2014-09-23,Ulster County,TKACZYK,Democrat,Cecilia Tkaczyk,2014
351,S6910,https://www.nysenate.gov/legislation/bills/2013/s6910/amendment/original,Relates to EFC financing and the town of Cairo,2014-08-11,Towns,TKACZYK,Democrat,Cecilia Tkaczyk,2014
352,S6498,https://www.nysenate.gov/legislation/bills/2013/s6498/amendment/original,"Relates to extending the authorization for the county of Greene to impose an additional mortgage recording tax until December 1, 2016",2014-08-07,Tax ,TKACZYK,Democrat,Cecilia Tkaczyk,2014
353,S4455,https://www.nysenate.gov/legislation/bills/2013/s4455/amendment/original,Adds the Mountain Cloves scenic byway into the state scenic byways system,2013-07-12,Highway,TKACZYK,Democrat,Cecilia Tkaczyk,2013
354,A6331,https://www.nysenate.gov/legislation/bills/2011/a6331/amendment/original,Provides for the extension of current exemptions of income and resources to qualify for public assistance programs,2011-07-20,Social Services,TITUS,Democrat,Michele Titus,2011
355,A7827,https://www.nysenate.gov/legislation/bills/2011/a7827/amendment/original,"Authorizes extension of services for non-residents in adult homes, residences for adults and enriched housing programs for three years",2011-06-30,Social Services ,TITUS,Democrat,Michele Titus,2011
356,A3262,https://www.nysenate.gov/legislation/bills/2015/a3262/amendment/original,"Requires the commissioner of motor vehicles, when processing reports of accidents filed, to give priority to reports involving serious physical injury or death",2015-11-20,Vehicle and Traffic ,TITUS,Democrat,Michele Titus,2015
357,A7594,https://www.nysenate.gov/legislation/bills/2015/a7594/amendment/original,Relates to permitted deductions from wages,2015-10-26,Labor ,TITUS,Democrat,Michele Titus,2015
358,A10615,https://www.nysenate.gov/legislation/bills/2017/a10615,Relates to permitted deductions from wages; extends the effectiveness of such provisions,2018-12-07,Labor ,TITUS,Democrat,Michele Titus,2018
359,A7794,https://www.nysenate.gov/legislation/bills/2019/a7794,Relates to the timeframe for the implementation of recommendations included within final reports for corrective action,2019-11-20,Executive ,TITUS,Democrat,Michele Titus,2019
360,A10573,https://www.nysenate.gov/legislation/bills/2011/a10573/amendment/original,"Increases the base pilotage tariffs at Sandy Hook, Sands Point and Execution Rocks",2012-10-03,Navigation ,TITONE,Democrat,Matthew Titone,2012
361,A9901,https://www.nysenate.gov/legislation/bills/2011/a9901/amendment/original,Relates to organ donation,2012-07-18,Public Health,TITONE,Democrat,Matthew Titone,2012
362,A6960,https://www.nysenate.gov/legislation/bills/2011/a6960/amendment/original,Continues the authority of the department of environmental conservation to provide the taking of sharks,2011-08-17,Environmental Conservation,TITONE,Democrat,Matthew Titone,2011
363,A6961,https://www.nysenate.gov/legislation/bills/2011/a6961/amendment/original,Relates to the management of Atlantic herring,2011-08-03,Environmental Conservation,TITONE,Democrat,Matthew Titone,2011
364,A8357,https://www.nysenate.gov/legislation/bills/2011/a8357/amendment/original,Prohibits co-mingling of adolescent and adult patients in certain hospitals licensed by the office of mental health; repealer,2011-07-21,Mental Hygiene ,TITONE,Democrat,Matthew Titone,2011
365,A4731,https://www.nysenate.gov/legislation/bills/2011/a4731/amendment/original,Prohibits the co-mingling of adolescent and adult patients in office of mental health  run residential facilities,2011-07-20,Mental Hygiene ,TITONE,Democrat,Matthew Titone,2011
366,A7411,https://www.nysenate.gov/legislation/bills/2013/a7411/amendment/original,Extends the authority of the department of environmental conservation to manage sharks,2013-07-26,Environmental Conservation,TITONE,Democrat,Matthew Titone,2013
367,A9172,https://www.nysenate.gov/legislation/bills/2015/a9172/amendment/original,"Amending legislative bills numbers A. 2756 and S. 3856, designating working dogs as the official state dog",2016-03-08,State ,TITONE,Democrat,Matthew Titone,2016
368,A2756,https://www.nysenate.gov/legislation/bills/2015/a2756/amendment/original,Relates to designating the service dog as the official state dog,2015-12-22,State ,TITONE,Democrat,Matthew Titone,2015
369,A3404,https://www.nysenate.gov/legislation/bills/2015/a3404/amendment/original,Relates to technology systems used for locating missing children with developmental disabilities,2015-11-20,Financial Services,TITONE,Democrat,Matthew Titone,2015
370,A8000,https://www.nysenate.gov/legislation/bills/2015/a8000/amendment/original,Extends the authority of the department of environmental conservation to manage sharks,2015-08-13,Environmental Conservation,TITONE,Democrat,Matthew Titone,2015
371,A6047,https://www.nysenate.gov/legislation/bills/2017/A6047,Provides for service of subpoena and delivery of records,2018-08-24,Civil Practice,TITONE,Democrat,Matthew Titone,2018
372,S6862,https://www.nysenate.gov/legislation/bills/2009/s6862/amendment/original,Extends authorization for private sale of bonds and notes of the city of Buffalo,2010-06-15,Local Finance ,THOMPSON,Democrat,Antoine Thompson,2010
